0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0.988686	0.0113137
0	0	0.977239	0.0227614
0	0	0.970337	0.0296633
0	0	0.957777	0.0422233
0	0.0377124	0.962288	0
0.172287	0	0.8	0.0277128
0.110913	0.023094	0.833333	0.0326599
0.0940068	0.0326599	0.833333	0.04
0.0965744	0.048	0.8	0.0554256
0.240957	0.092376	0.666667	0
0.46	0	0.5	0.04
0.322745	0.032	0.6	0.0452548
0.29932	0.0452548	0.6	0.0554256
0.350718	0.069282	0.5	0.08
0.84	0.16	2e-07	0
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
0	0	0	1
0	0	0	1
0	0	0	1
0	1	0	0
0	1	0	0
0	0	0	1
0	0	0	1
0	0	0	1
0	1	0	0
0	1	0	0
0	0	0	1
0	0	0	1
0	0	0	1
0	1	0	0
0	1	0	0
0	0	0	1
0	0	0	1
0	0.5	0	0.5
0	1	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
0	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
0.184	0.016	0.8	0
0.134477	0.0188562	0.833333	0.0133333
0.124716	0.023094	0.833333	0.0188562
0.140287	0.032	0.8	0.0277128
0.28	0	0.666667	0.0533333
0	0.0113137	0.988686	0
0	0.00390524	0.977239	0.0188562
0	0.0029966	0.970337	0.0266667
0	0.0030315	0.957777	0.0391918
0	0	0.962288	0.0377124
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
1	0	0	0
0	0	0	0
0.292893	0	0.707107	0
0.292893	0	0.707107	0
0.292893	0	0.707107	0
0.292893	0	0.707107	0
0	0	0	0
0.183503	0	0.816497	0
0.183503	0	0.816497	0
0.183503	0	0.816497	0
0.183503	0	0.816497	0
0	0	0	0
0.133975	0	0.866025	0
0.133975	0	0.866025	0
0.133975	0	0.866025	0
0.133975	0	0.866025	0
0	0	0	0
0	0	1	0
0	0	1	0
